base_id,model_name,condition,true_race,position,completion_text,name,player_name,example_year,example_team,league_level,sample_id,prompt_text,llm_ppl,llm_atypicality
5,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,RB,"""Jerome Harrison takes the handoff from quarterback Jake Delhomme, bursts through the hole created by the Browns' left tackle Joe Thomas, and explodes into the open field, weaving past defenders with his signature quick cuts. Harrison showcases his speed, sprinting 27 yards down the sideline before being brought down by a diving tackle from the Pittsburgh Steelers' cornerback, Ike Taylor. The crowd at Cleveland Browns Stadium erupts as Harrison springs to his feet, pumping his fist in excitement.

""That's what we've come to expect from Jerome Harrison - a combination of power, agility, and breakaway speed. He's a nightmare for opposing defenses to tackle in the open field, and this play is a perfect example of why he's a key component of the",jerome harrison,jerome harrison,2010,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
jerome harrison is a Black running back who played for the cleveland_browns in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",674.7975757801476,5.502738754437739
5,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,RB,"""And here comes Jerome Harrison, taking the handoff from quarterback Colt McCoy, bursting through the hole at the left guard, he's got some daylight now, and Harrison's got the speed to make the most of it, he's taking it 23 yards down to the 30-yard line. 

The Browns' running back is really showing off his vision and agility on this play, recognizing the block and exploiting the seam for a big gain.""",jerome harrison,jerome harrison,2010,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
jerome harrison is a running back who played for the cleveland_browns in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",170.53334302262354,4.413915049142845
6,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,RB,"""And here's the handoff to Brian Leonard, he's taking it to the left side, cutting through a seam between the tackle and the guard. Leonard's got some daylight now, he's taking it to the outside, and he's going to try and turn the corner on the defender. He's got a big burst of speed and he's taking it all the way to the Bengals' 45-yard line for a gain of 12 yards.

""That's what Brian Leonard does best, folks - he's a physical runner who can make the most of a small opening and turn it into a big play. His ability to accelerate and change direction on a dime is what makes him such a valuable asset to the Bengals' offense.""",brian leonard,brian leonard,2010,cincinnati_bengals,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
brian leonard is a white running back who played for the cincinnati_bengals in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",92.57372290192608,4.418725443700254
6,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,RB,"(Excited play-by-play commentary) ""And here's the snap, Carson Palmer drops back, and he's handing it off to Brian Leonard, the Bengals' reliable running back. Leonard takes the handoff, bursts through the hole, and cuts to the left, beating a tackle from the linebacker. He's got some daylight now, and he's taking it all the way to the Bengals' 45-yard line for a 12-yard gain.""

(Brief analysis) ""That's a great read by Leonard, who's shown his ability to make something out of nothing in the Bengals' backfield. He's got the vision and the quickness to make plays like this, and it's a big reason why he's been a key contributor",brian leonard,brian leonard,2010,cincinnati_bengals,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
brian leonard is a running back who played for the cincinnati_bengals in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",223.5874556653592,4.6222735793630365
7,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,RB,"(Play-by-play commentary) And here's the snap, quarterback Vinny Testaverde hands it off to Bam Morris, the Browns' workhorse running back, who's taking it to the left side, following his blockers... Morris makes a quick cut behind a block from his fullback, and now he's got some daylight, bursting through the hole for a big gain... He's taking it all the way down to the 30-yard line for a 12-yard pickup.

(Analysis) That's exactly what the Browns needed, a big run from Morris to get their offense moving, and he delivered. Morris is really showing his power and elusiveness on this play, making a nice cut and then using his speed to get down the",bam morris,bam morris,1994,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
bam morris is a Black running back who played for the cleveland_browns in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",216.00550744609956,4.384167877290611
7,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,RB,"""And here's Bam Morris taking the handoff from quarterback Vinny Testaverde, running left behind his blockers as the Browns try to establish the ground game. Morris cuts back to the right, finding a seam and bursting through the hole for a 12-yard gain. The crowd is on their feet as Morris breaks tackles and fights for extra yardage!""

""That's what the Browns need from Bam Morris - physical, tough running that wears down the defense. He's really showing his ability to make something out of nothing, and that kind of effort could be the difference-maker in this game.""",bam morris,bam morris,1994,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
bam morris is a running back who played for the cleveland_browns in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",194.33165710120986,4.712764446571745
8,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,RB,"""Folks, we've got Ryan Nall taking the handoff from the quarterback on 2nd and 5, and he's bursting through the hole, getting a block from the left tackle. Nall's got some daylight, and he's taking it all the way to the 30-yard line for a 12-yard gain. He's being brought down by a defender, but not before he gets that extra yard or two.""

""Great vision by Nall on this play, finding that hole and hitting it with authority. He's showing some of the same explosive potential that we've seen from him in practice, and it's starting to translate onto the field.""",ryan nall,ryan nall,2018,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
ryan nall is a white running back who played for the buffalo_bills in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",219.45335106141823,4.562354506176141
8,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,RB,"""And here's the snap, Josh Allen hands it off to Ryan Nall, who's taking the handoff and hitting the hole between the left guard and tackle, Nall's got a seam and he's bursting through it for a 12-yard gain, the Buffalo crowd is on their feet as Nall takes it down to the 30-yard line. Nall's got some blockers in front of him, but he's also making some impressive cuts to get through the traffic. The extra yardage after contact is what's really making this run special.""

""Nall's really showing some explosion out of the backfield, and his ability to read the blocks and find the open lane is exactly what the Bills need out of their running back. This",ryan nall,ryan nall,2018,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
ryan nall is a running back who played for the buffalo_bills in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",210.6018894689143,4.609864842539325
9,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,RB,"""Clinton Portis is taking the handoff, and he's got some daylight - he's bursting through the hole, and now he's got the Buccaneers' blockers sealing off the edge. Portis cuts back to the left, using his quick feet to avoid the would-be tackler, and now he's sprinting down the sideline. He's got the speed to take it all the way, but the defender is closing in fast.

""That was a fantastic display of agility and vision by Portis, who's been a workhorse for the Buccaneers all season. He's got the ability to make something out of nothing, and that's exactly what he did on this play, turning what looked like a routine gain into a big play.""",clinton portis,clinton portis,2005,tampa_bay_buccaneers,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
clinton portis is a Black running back who played for the tampa_bay_buccaneers in the NFL around 2005.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",153.19370181452885,4.889639399324842
9,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,RB,"""Folks, we've got a handoff to Clinton Portis, and he's taking it straight up the middle. He's bouncing off a would-be tackler at the line of scrimmage and now he's turning the corner, getting to the edge and showing some impressive speed. Portis is taking it all the way down to the 20-yard line for a 17-yard gain!""

""That's what we've come to expect from Clinton Portis - his ability to make something out of nothing. He's a physical runner who can break tackles and get to the second level, and he's giving the Buccaneers a much-needed spark on offense today.""",clinton portis,clinton portis,2005,tampa_bay_buccaneers,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
clinton portis is a running back who played for the tampa_bay_buccaneers in the NFL around 2005.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",124.92221288607034,4.385477160319435
10,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,WR,"""Folks, we've got a big play unfolding here as Michigan quarterback Chad Henne drops back to pass, looking downfield for his favorite target, Braylon Edwards. Edwards is streaking down the sideline, beating his defender with a lightning-quick move, and Henne launches the ball deep. Edwards leaps into the air, outmuscling the cornerback, and comes down with a spectacular 40-yard reception!""

""That's the kind of athleticism and playmaking ability that's made Edwards a nightmare for opposing defenses to deal with. He's got the size, speed, and leaping ability to make plays like this all day long, and Henne's trust in him is evident on a throw like that.""",braylon edwards,braylon edwards,2004,michigan,College,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
braylon edwards is a Black wide receiver who played for the michigan in the College around 2004.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",402.02111395850477,4.945783020468814
10,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,WR,"""Michigan's Braylon Edwards is streaking down the sideline, quarterback Chad Henne launches the deep ball in his direction. Edwards is being closely trailed by the defender, but he's got the speed to keep up, and what a beautiful leap to snag the ball at the 20-yard line. Edwards comes down with the 35-yard reception, Michigan's offense is on the move!""

""That's the kind of play that shows why Braylon Edwards is one of the top receivers in the Big Ten - his ability to separate from defenders and make big plays down the field. Edwards' athleticism on display there, and it's a big momentum boost for the Wolverines' offense.""",braylon edwards,braylon edwards,2004,michigan,College,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
braylon edwards is a wide receiver who played for the michigan in the College around 2004.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",216.06866595418228,4.774673344908047
11,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,WR,"""Russell Wilson drops back to pass, avoiding the rush, and launches it deep down the sideline to Chad Beebe, who's got a step on the defender. Beebe stretches out, making an incredible diving catch at the 30-yard line for a 22-yard gain. The Seahawks are moving the chains and Beebe is the one making it happen.

""That's the kind of athleticism and hands that make Beebe a valuable asset to this Seattle offense. He's consistently shown the ability to make big plays down the field and keep drives alive.""",chad beebe,chad beebe,2018,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
chad beebe is a white wide receiver who played for the seattle_seahawks in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",324.0910796272769,4.874325940986139
11,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,WR,"""Folks, we've got a 3rd and 7 here for the Seahawks, and Russell Wilson is dropping back to pass. He launches it deep down the sideline, and Chad Beebe is streaking past the defender, leaping high into the air to snag the 32-yard reception. Beebe somehow manages to tap both feet in bounds, securing the catch and a crucial first down.

""That's a big-time play from Beebe, showcasing his athleticism and hands. He's been a reliable target for Wilson all game, and this catch is just the latest example of his ability to make plays when it matters most.""",chad beebe,chad beebe,2018,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
chad beebe is a wide receiver who played for the seattle_seahawks in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",317.4584537122923,4.972835631387132
12,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,WR,"""Folks, we've got a big play unfolding here, as Jets quarterback Boomer Esiason drops back and launches the ball deep down the sideline, and Art Monk is streaking past the defender, getting separation, and making a tremendous leaping catch at the 20-yard line for a 42-yard gain. Monk's got the speed and agility to make plays like this all day long. He's dragging a defender down to the 15-yard line as he finally goes down.

""That's the kind of big-play ability Art Monk brings to the table for the Jets, and on a day where the offense has been struggling to move the ball, this could be the spark they need to get going. Monk's athleticism and sure hands make",art monk,art monk,1994,new_york_jets,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
art monk is a Black wide receiver who played for the new_york_jets in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",242.68921717446918,4.398615640818339
12,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,WR,"""And here's the snap, Jets quarterback Boomer Esiason dropping back to pass, looking downfield for his favorite target, Art Monk. He launches the ball deep down the sideline, and Monk is streaking past the defender, a beautiful move to get separation. Monk stretches out, making a sensational diving catch at the 30-yard line for a 25-yard gain.

""What a throw by Esiason, but an even better catch by Art Monk, who's showing why he's a go-to receiver for the Jets. That kind of athleticism and ball skills are exactly what the Jets need to stretch the defense and make big plays.""",art monk,art monk,1994,new_york_jets,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
art monk is a wide receiver who played for the new_york_jets in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",315.2193606764841,4.717046697078389
13,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,WR,"""And here's the snap, Case Keenum drops back, looking downfield for an open receiver. He finds Trent Sherfield, who's got a step on the defender, and launches the ball deep down the sideline. Sherfield stretches out, making a beautiful 32-yard catch at the 20-yard line, getting both feet in bounds for a crucial first down.

""That's a big play by Sherfield, who's been a reliable target for Keenum all game long. He showed great body control and hands on that catch, keeping his focus on the ball and making a play that's going to give the Broncos a chance to get into scoring position.""",trent sherfield,trent sherfield,2018,denver_broncos,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
trent sherfield is a Black wide receiver who played for the denver_broncos in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2-3 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not mention anything about the player's personal life, background, or biography beyond what is in the profile.",177.16201025745823,4.013675895159179
