base_id,model_name,condition,true_race,position,completion_text,name,player_name,example_year,example_team,league_level,sample_id,prompt_text,llm_ppl,llm_atypicality
5,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""Dobbs drops back to pass, evading a would-be sack from the left defensive end as he scrambles to his right, and he launches a deep bomb down the sideline to his receiver. The ball is perfectly placed, hitting his target in stride for a 43-yard gain, and the crowd is on their feet here at Sanford Stadium!""

""That's vintage Dobbs right there, folks - his ability to extend plays with his feet and deliver accurate passes down the field has always been a hallmark of his game, and it's a big reason why he's been so effective in big moments for the Bulldogs.""",joshua dobbs,joshua dobbs,2016,georgia,College,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
joshua dobbs is a nonwhite quarterback who played for the georgia in the College around 2016.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",156.80616508902344,4.763730519845682
5,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"Joshua Dobbs drops back to pass, dodging a defender as he rolls to his right, then unleashes a deep ball down the sideline where his receiver has managed to get behind the coverage. The receiver leaps into the air, snagging the ball out of bounds for a 45-yard gain, but a crucial holding penalty on the offense negates the play.

Dobbs' athleticism and ability to extend plays with his feet are still on full display, even at this level, but he's going to have to rely on his arm and decision-making more consistently if he wants to succeed in this league.",joshua dobbs,joshua dobbs,2016,georgia,College,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
joshua dobbs is a quarterback who played for the georgia in the College around 2016.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",254.81319085210762,4.85085809693794
6,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""And here's Michael Vick taking the snap, dropping back to pass, and scrambling out of the pocket to his left, dodging a would-be tackler with his signature quickness. Vick launches a deep bomb down the sideline to his favorite target, Peerless Price, who sprints past the defender for a 43-yard gain.""

""Vick's elusiveness in the pocket and ability to extend plays with his legs are a nightmare for defenses to deal with, and that arm strength to hit the deep ball is a rare commodity in the NFL - he's a true game-changer.""",michael vick,michael vick,2000,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
michael vick is a nonwhite quarterback who played for the atlanta_falcons in the NFL around 2000.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",313.70049438288464,5.358345135481074
6,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"""Michael Vick, taking the snap from center, drops back to pass, avoiding the rush of the defensive end with his trademark quickness, and launches the ball downfield to his favorite target, Peerless Price. The ball sails through the air, and Price, running a deep post route, sprints past the defender to make the catch at the 20-yard line, a 40-yard gain for the Falcons.

""That's the kind of play that makes Vick so electrifying, folks - his ability to extend the play with his legs and then find his receiver downfield is unmatched in the league right now. And what a throw, too, to hit Price in stride like that.""",michael vick,michael vick,2000,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
michael vick is a quarterback who played for the atlanta_falcons in the NFL around 2000.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",256.6804341762088,4.695265599702656
7,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"Warren Moon drops back, avoiding a blitzing linebacker, and launches a deep pass down the sideline to a streaking Andre Reed. The ball is perfectly placed, and Reed secures the catch for a 43-yard gain, bringing the Buffalo crowd to their feet.

That's vintage Warren Moon right there, folks - his ability to extend plays with his feet and then deliver the ball downfield with accuracy is a rare gift, and it's a big reason why the Bills are so tough to defend.",warren moon,warren moon,1992,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
warren moon is a nonwhite quarterback who played for the buffalo_bills in the NFL around 1992.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",260.51886590854485,5.094493020893518
7,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"Warren Moon drops back to pass, dodging a would-be sack by the defensive end, and launches a deep bomb down the sideline to his favorite target, wide receiver James Lofton. Lofton sprints past the cornerback and makes a spectacular over-the-shoulder catch for a 43-yard gain.

That's vintage Warren Moon right there, folks - his ability to extend plays with his feet and deliver accurate deep balls is what makes him one of the most exciting quarterbacks in the league. Moon's poise in the pocket is truly impressive, and Lofton's sure hands make them a nearly unstoppable duo.",warren moon,warren moon,1992,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
warren moon is a quarterback who played for the buffalo_bills in the NFL around 1992.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",434.8938932063504,5.1364395556035225
8,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"Andrew Walter drops back to pass, looking downfield for an open receiver, and launches a deep ball to his favorite target, Eddie Kennison, who's sprinting past the defender down the sideline. The Chiefs' quarterback puts just enough air under the ball, allowing Kennison to make a diving 37-yard catch at the 20-yard line.

Walter's ability to extend plays with his arm strength has always been a strong suit, and this throw showcases that. It's a great connection between quarterback and receiver, and it's exactly what the Chiefs needed to get their offense going in this critical drive.",andrew walter,andrew walter,2006,kansas_city_chiefs,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
andrew walter is a white quarterback who played for the kansas_city_chiefs in the NFL around 2006.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",200.92523908324063,4.585595731771781
8,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"Andrew Walter drops back to pass, avoiding a sack from the left defensive end as he rolls out to his right, and launches a deep ball down the sideline to his streaking receiver. The ball sails 40 yards through the air, but unfortunately, it's just out of the receiver's grasp, falling incomplete.

That's a great example of Walter's athleticism and ability to extend plays with his feet, but his accuracy on deep throws remains a concern, as we've seen him struggle to connect on those long balls throughout his career.",andrew walter,andrew walter,2006,kansas_city_chiefs,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
andrew walter is a quarterback who played for the kansas_city_chiefs in the NFL around 2006.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",309.2245063275503,4.636063450159479
9,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"Jeff George drops back, avoiding a sack by Seattle's left tackle protecting him, and launches the ball deep down the sideline, where his receiver, Joey Galloway, is streaking past the defender.

The pass is perfectly placed and Galloway hauls it in at the 10-yard line, taking it all the way to the house for a 70-yard touchdown.

That's the kind of play that showcases George's incredible arm strength, and when he has time to throw, he can be nearly unstoppable.",jeff george,jeff george,1997,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
jeff george is a white quarterback who played for the seattle_seahawks in the NFL around 1997.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",331.9725924679122,4.791875249044805
9,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"""Jeff George drops back, feeling the pressure from the pass rush, and launches a deep bomb down the sideline to his favorite target, Joey Galloway. The ball is perfectly placed, and Galloway beats the defender, hauling it in for a 55-yard gain to the 20-yard line.

This play shows exactly why the Seahawks brought Jeff George in, folks - the arm talent is undeniable, and when he has time to set his feet, he's as accurate as anyone in the league. George's ability to extend plays and find open receivers is a valuable asset to this Seahawks offense.""",jeff george,jeff george,1997,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
jeff george is a quarterback who played for the seattle_seahawks in the NFL around 1997.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",261.88535257937457,5.073614545406578
10,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"""Favre drops back, avoiding the pressure from the defensive line, and launches a deep pass down the sideline to his favorite target, Roddy White. The ball soars through the air, and White, sprinting past the cornerback, hauls it in for a 42-yard gain, giving the Falcons excellent field position.""

""That's vintage Favre right there, folks - extending plays with his feet and still showing he's got the arm to make big throws down the field. This play is exactly why the Falcons brought him in, and he's delivering.""",brett favre,brett favre,2009,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
brett favre is a white quarterback who played for the atlanta_falcons in the NFL around 2009.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",345.3945885447748,4.47222054799438
10,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"""Favre drops back, looking downfield for his target, and launches the ball deep to his receiver, who's got a step on the defender. The ball sails through the air, and in a remarkable display of athleticism, the receiver leaps high to snag the pass for a 42-yard gain.

This is vintage Favre, folks, the gunslinger mentality still burning bright as he takes a shot downfield and gives his receiver a chance to make a big play. It's a reminder of why he's still got it, even at this stage in his career.""",brett favre,brett favre,2009,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
brett favre is a quarterback who played for the atlanta_falcons in the NFL around 2009.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",204.254025916187,4.862202123649025
11,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""Folks, Steve McNair is calling the signals, dropping back to pass, and launching it deep down the sideline to his favorite target, and what a throw, a perfectly placed spiral that's gonna be a 45-yard gain. The Ravens' speedster has got a step on the defender and is taking it all the way to the 10-yard line.""

""That's vintage McNair right there, folks - he's got the arm strength and accuracy to make those big plays downfield, and he's not afraid to take a shot. He's been playing some of the best football of his career so far this season.""",steve mcnair,steve mcnair,1999,baltimore_ravens,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
steve mcnair is a nonwhite quarterback who played for the baltimore_ravens in the NFL around 1999.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",114.94508659083002,4.429635779746568
11,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"""Steve McNair drops back in the pocket, surveying the field, and launches a deep bomb down the sideline to a streaking wide receiver, who's got a step on the defender. The receiver hauls in the 43-yard completion, and McNair's got the Ravens moving into scoring territory.

""That's the kind of play that's made McNair a fan favorite here in Baltimore - the arm strength, the accuracy, and the ability to extend plays with his legs when needed. He's really starting to heat up in this one.""",steve mcnair,steve mcnair,1999,baltimore_ravens,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
steve mcnair is a quarterback who played for the baltimore_ravens in the NFL around 1999.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",164.9169457518978,4.695032946242079
12,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""Charlie Batch, in at quarterback for the Ravens, drops back and launches a deep bomb down the sideline to his favorite target, a streaking Derrick Mason, who's got a step on the defender. Batch's pass is perfectly placed, and Mason hauls it in for a 45-yard gain, getting down to the opponent's 20-yard line.""

""Batch's accuracy and arm strength on that throw were impressive, and it's clear he's got great chemistry with Mason - that's the kind of connection that can make all the difference in a tight game like this one.""",charlie batch,charlie batch,2007,baltimore_ravens,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
charlie batch is a nonwhite quarterback who played for the baltimore_ravens in the NFL around 2007.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",235.4294654625993,4.874753510787343
12,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"""Charlie Batch drops back in the pocket, surveying the field as the Ravens' linemen hold off the pass rush, and he launches a deep bomb down the sideline to a streaking Derrick Mason. The ball sails 45 yards through the air, and Mason snags it in stride for a huge gain, taking it all the way down to the 10-yard line.

That's the kind of accuracy and arm strength we've come to expect from Charlie Batch, and he's really starting to find his rhythm in this game - he's reading the defense perfectly and making some big throws when it counts.""",charlie batch,charlie batch,2007,baltimore_ravens,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
charlie batch is a quarterback who played for the baltimore_ravens in the NFL around 2007.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",178.0774243709087,4.678430240976488
13,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"Russell Wilson drops back, avoiding the rush of the defensive end with his quick feet, and launches a deep ball down the sideline to his favorite target, Doug Baldwin. The Seahawks' receiver sprints past the defender, hauling in the perfectly thrown 43-yard pass at the 20-yard line.

What a beautiful throw by Wilson, showcasing his incredible accuracy and ability to extend plays with his athleticism - that's why he's been so successful in this Seattle offense.",russell wilson,russell wilson,2016,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
russell wilson is a nonwhite quarterback who played for the seattle_seahawks in the NFL around 2016.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",236.10549761716544,4.884647796152729
13,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"Russell Wilson drops back, dodging a sack attempt by the defensive end as he scrambles to his left, and launches a deep pass down the sideline to his streaking wide receiver. The ball sails 40 yards through the air, hitting the receiver in stride for a big gain.

That's the kind of playmaking ability that's made Russell Wilson a nightmare for opposing defenses - his ability to extend plays with his legs and still deliver accurate deep balls is unmatched.",russell wilson,russell wilson,2016,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
russell wilson is a quarterback who played for the seattle_seahawks in the NFL around 2016.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",293.0487339702584,4.948187977558346
